14,0,5,6,1,6,7,1,13,1,1,12,2,7,3,4,2,16,4,9,1,14,1,5,11,1,1,4,9,3
2,2,4,13,5,11,3,12,10,5,13,1,10,1,7,4,1,4,3,8,10,10,3,10,10,7,2,8,1,11
10,6,8,2,2,13,10,7,11,4,10,10,4,2,1,13,7,3,1,9,6,6,11,3,7,7,5,2,12,0
7,2,6,4,6,2,9,4,1,9,9,0,7,6,4,0,11,7,2,10,3,6,5,5,5,3,7,4,7,7
15,4,10,3,4,7,14,2,5,5,4,4,1,4,11,3,10,0,14,2,13,7,2,10,1,2,4,2,3,5
4,4,1,10,16,0,5,6,2,10,6,2,13,1,5,7,4,3,11,1,14,1,7,3,8,9,3,6,10,3
1,12,7,1,7,2,13,0,16,2,12,2,9,7,2,5,16,0,15,0,2,4,13,5,4,5,12,2,4,10
6,5,2,1,9,3,2,3,7,3,7,5,14,0,10,1,6,5,9,3,8,4,15,0,3,11,10,6,8,1
5,8,9,6,15,3,12,5,4,3,11,2,15,3,16,0,5,6,12,8,7,3,8,4,14,0,15,3,11,2
12,3,3,6,13,0,1,7,12,1,3,5,6,6,13,1,3,3,5,1,11,0,16,1,13,0,9,1,13,1
16,0,14,4,11,2,6,5,9,2,5,6,12,1,14,3,12,0,13,1,9,2,6,5,6,4,6,9,15,2
11,2,16,1,8,0,15,1,3,10,8,4,11,0,6,4,13,4,10,1,5,0,4,2,9,1,16,1,2,3
8,2,13,0,12,0,16,2,8,0,14,0,3,11,8,5,8,3,7,6,15,1,14,1,2,6,14,2,16,1
13,2,11,0,14,2,4,4,14,2,16,0,8,5,12,1,9,2,8,1,4,4,12,1,12,4,8,3,5,7
3,3,12,2,3,2,8,1,15,0,2,7,5,5,9,3,15,1,6,1,12,0,10,0,15,0,11,1,14,1
9,3,15,0,10,2,11,0,6,3,15,0,16,1,15,2,14,0,16,1,16,0,9,4,16,0,13,2,6,2
