5,4,2,14,2,5,6,0,4,12,6,13,8,1,10,0,4,3,9,3,9,9,6,5
4,5,14,2,15,3,11,3,6,5,1,11,4,7,1,7,9,3,8,2,2,5,4,4
10,4,3,11,5,4,1,13,10,5,12,1,3,6,5,11,15,3,4,0,6,4,16,0
15,0,6,5,12,0,5,3,16,2,4,4,1,7,12,1,12,2,1,10,8,5,2,10
14,0,13,2,1,13,14,2,14,1,9,1,2,12,13,5,7,5,3,5,5,5,12,8
9,5,1,6,4,5,9,2,8,1,10,3,5,6,9,0,2,9,13,7,3,10,14,0
7,7,11,2,6,6,2,12,12,0,5,2,9,6,11,3,11,6,15,1,1,11,15,4
2,7,12,2,13,2,7,6,5,3,7,2,10,2,14,1,3,3,5,9,4,3,1,7
11,3,9,2,10,2,8,0,1,8,3,8,12,3,8,6,6,3,12,4,13,1,3,8
6,9,10,2,3,6,4,12,11,2,2,3,6,4,7,4,14,0,14,0,7,0,5,4
1,9,5,4,14,0,15,4,3,5,11,4,7,3,3,7,8,2,11,1,11,0,9,0
12,2,7,2,11,6,3,2,9,7,13,1,13,0,6,4,5,3,2,6,12,4,11,2
3,2,4,2,8,3,10,0,15,0,8,1,15,0,2,3,16,3,7,5,14,2,7,4
16,1,15,1,7,2,16,0,2,6,14,3,16,0,4,3,13,1,16,3,16,0,10,0
13,1,16,1,16,0,13,0,7,2,15,0,14,0,15,0,1,9,6,3,15,0,13,1
8,1,8,2,9,2,12,0,13,0,16,0,11,1,16,0,10,2,10,0,10,0,8,3
