1,9,1,8,6,4,11,3,3,9,16,1,1,12,15,0,2,12,1,10,10,2,16,3
3,6,4,8,7,1,10,6,12,5,1,8,15,2,10,4,1,13,11,3,6,13,10,1
2,12,2,7,8,1,2,13,7,3,11,1,4,4,12,3,3,8,5,8,8,5,15,3
7,4,3,11,11,4,9,4,6,8,12,2,5,3,13,6,16,3,2,3,1,8,4,6
10,1,16,2,3,9,6,2,10,3,5,8,9,6,1,7,11,5,7,5,13,0,1,11
8,0,13,1,1,15,1,5,15,0,9,4,6,0,6,13,13,1,3,5,7,5,11,5
11,2,7,1,2,4,8,3,1,8,7,7,2,5,5,1,8,1,10,3,5,3,2,4
14,3,8,4,16,2,3,2,13,1,15,5,10,4,4,6,5,4,14,4,2,7,3,3
5,4,15,1,12,0,13,1,2,7,4,4,7,1,2,11,6,0,9,4,9,3,5,5
4,4,5,3,5,9,14,5,5,7,8,4,8,5,16,0,10,2,15,1,11,0,12,1
6,1,11,1,13,1,5,2,11,2,3,5,13,1,11,1,14,1,6,5,3,3,8,5
12,4,14,5,14,2,15,0,8,0,10,1,3,11,9,2,7,1,8,2,12,0,7,5
16,1,6,0,15,3,12,3,4,6,14,0,14,0,3,4,12,1,11,0,14,2,9,5
15,1,9,1,4,0,7,5,9,0,6,3,16,0,14,0,4,6,4,1,15,0,6,0
9,4,12,0,10,2,4,1,14,0,13,1,12,3,7,0,15,0,13,4,4,9,14,0
13,2,10,3,9,4,16,1,16,0,2,5,11,3,8,1,9,2,16,0,16,0,13,0
