1,14,2,5,14,1,2,3,3,7,1,6,9,4,4,8,11,4,5,4,1,9,7,7
4,4,3,11,3,2,1,13,2,7,9,5,16,0,13,2,1,15,4,12,6,7,13,1
7,3,8,2,4,5,5,9,16,0,4,8,1,17,11,4,6,9,7,4,2,12,9,2
2,8,12,1,11,0,12,1,6,6,6,7,6,4,3,5,2,10,2,19,7,3,12,1
9,4,6,4,7,5,4,13,11,4,5,7,13,2,1,11,10,1,8,1,5,3,4,4
15,3,1,11,2,9,3,6,12,5,12,1,2,9,12,4,13,3,16,0,15,1,10,5
11,4,10,5,6,2,16,0,4,8,3,4,5,8,10,1,3,2,6,1,3,4,11,10
10,0,15,4,5,2,8,0,10,1,2,10,4,0,5,6,7,0,3,2,9,1,1,13
8,2,5,2,12,4,15,0,8,3,10,4,10,5,2,13,9,2,10,2,11,2,2,2
3,5,7,3,13,1,11,1,7,2,11,2,3,1,16,0,15,0,1,4,4,4,3,3
6,2,14,3,1,15,14,0,5,4,7,0,12,1,7,0,4,5,15,0,12,0,6,4
14,1,4,6,15,2,10,4,15,0,13,0,15,0,9,0,16,2,9,2,13,8,5,4
5,4,13,1,9,6,13,1,9,2,8,5,8,3,8,0,14,0,12,5,10,0,8,1
12,1,16,0,16,0,6,4,13,3,15,2,7,3,6,2,5,5,13,1,16,4,16,0
13,0,9,0,10,1,9,2,1,5,16,0,11,4,14,4,12,0,14,2,8,2,14,0
16,2,11,0,8,6,7,0,14,1,14,0,14,0,15,0,8,1,11,0,14,1,15,4
