6,1,4,6,3,6,6,6,5,5,5,9,1,6,3,6,16,0,5,5,3,11,2,13
1,14,9,6,2,8,2,6,13,0,4,7,7,5,2,7,12,2,2,9,8,7,11,0
2,8,2,5,9,6,15,0,11,1,16,0,11,6,9,2,1,11,1,11,6,4,1,9
9,1,5,4,7,4,9,4,1,9,2,7,6,4,8,2,3,1,16,2,1,12,3,9
7,1,3,5,5,3,12,5,6,9,1,6,13,1,1,12,11,3,8,5,10,2,12,4
4,10,13,1,1,10,8,0,9,2,10,6,12,2,14,2,6,3,3,2,11,3,4,4
8,5,6,6,13,3,5,7,10,1,11,3,4,9,5,3,10,3,10,7,5,2,5,3
12,3,14,0,8,2,4,6,2,6,8,6,5,4,4,8,15,0,4,4,14,0,9,3
16,1,1,14,15,0,13,1,4,3,3,1,3,7,6,4,13,0,15,1,15,3,15,0
14,0,11,2,4,6,11,3,7,3,12,4,2,2,11,1,2,14,9,0,4,2,10,3
10,4,16,1,6,2,10,0,8,4,9,1,8,3,7,3,4,3,12,3,7,6,8,7
3,1,12,0,11,2,7,4,3,7,15,3,14,3,16,0,9,3,14,1,2,2,13,3
13,1,10,3,14,0,1,10,12,0,6,3,10,1,13,0,7,5,6,6,16,1,16,0
15,1,7,1,10,3,3,4,14,5,7,0,9,2,10,3,5,4,7,2,9,1,6,2
11,5,8,0,12,2,16,2,16,2,13,0,15,3,12,4,14,2,13,1,12,3,7,3
5,2,15,3,16,1,14,3,15,0,14,2,16,0,15,0,8,2,11,0,13,2,14,0
