2,8,10,5,1,12,1,8,1,9,8,7,10,9,10,5,13,4,1,13,5,4,7,7,5,13,11,1,1,15,14,3,3,14,1,7
10,6,5,6,2,6,7,0,5,6,2,3,16,1,4,10,1,8,2,6,2,8,6,6,9,0,8,4,10,5,11,4,1,7,15,2
8,7,1,12,15,0,15,3,14,1,3,8,7,0,2,5,8,5,8,5,3,9,11,7,2,5,3,12,2,5,7,2,14,1,4,7
7,1,6,1,3,8,4,7,4,4,7,5,2,14,6,8,14,3,3,13,15,1,10,0,13,1,2,16,13,0,10,4,2,8,5,6
11,0,3,9,16,1,12,2,16,0,16,1,1,16,15,1,7,5,5,7,16,0,4,1,6,8,4,7,4,7,3,7,5,7,2,10
5,6,15,1,13,1,11,1,3,3,4,7,11,1,1,11,4,4,4,2,9,5,1,11,7,0,9,1,9,3,16,0,7,7,7,2
1,9,14,0,6,4,10,0,15,0,1,3,14,2,3,5,2,6,10,1,6,7,8,3,11,0,7,2,5,6,9,4,12,0,8,5
3,5,7,4,14,1,14,0,2,9,11,3,5,2,5,2,11,0,7,6,4,6,15,2,8,4,10,0,3,4,1,8,13,1,14,2
15,0,4,2,11,6,5,11,10,1,15,0,6,4,9,3,15,2,15,0,1,6,2,6,12,0,5,1,12,4,5,9,15,3,9,4
16,0,2,5,5,3,6,8,6,9,13,4,12,2,11,2,16,1,14,0,10,0,3,5,1,9,6,1,15,1,4,2,16,1,3,0
12,4,8,5,8,3,2,7,7,2,5,7,3,1,14,3,6,2,6,4,7,1,5,4,15,6,15,1,8,4,6,2,8,1,10,3
13,2,9,2,4,9,8,1,9,6,9,2,9,1,13,3,12,3,11,0,11,3,14,0,4,5,13,2,11,1,2,9,4,4,12,3
9,1,11,6,10,0,3,2,13,2,6,7,4,2,8,0,3,10,12,1,13,3,13,3,10,2,16,2,14,1,12,0,11,1,13,4
4,4,13,1,7,4,16,0,12,7,12,1,8,3,7,1,10,1,13,1,8,4,9,1,3,4,12,3,6,2,8,2,9,1,16,0
14,0,12,0,9,1,13,4,8,1,10,0,15,0,16,0,5,1,16,0,12,0,12,1,14,0,1,7,16,0,15,0,10,0,6,5
6,1,16,0,12,0,9,3,11,0,14,2,13,0,12,0,9,0,9,0,14,0,16,0,16,2,14,1,7,1,13,3,6,1,11,1
