4,4,9,4,1,14,7,4,7,8,9,2,6,0,13,4,4,10,6,7,1,12,13,2,4,6,1,15,4,5,9,5,13,6,5,6
10,9,4,7,5,7,14,4,8,6,7,8,15,2,6,3,9,3,9,4,10,0,6,5,14,6,3,7,7,7,1,19,2,11,8,8
15,2,12,4,10,0,1,10,1,8,10,0,1,13,8,1,1,8,4,1,7,5,2,5,2,5,11,0,16,1,4,4,4,6,3,6
6,1,1,11,11,8,3,7,11,1,6,8,12,3,10,2,11,1,7,4,8,1,12,5,12,3,8,8,2,5,2,7,10,6,1,15
8,4,6,0,2,3,6,3,4,5,8,3,11,7,16,1,5,7,1,15,6,3,1,12,7,4,10,2,11,0,13,1,1,5,10,2
9,6,2,12,4,9,2,3,12,4,11,4,7,0,12,2,6,4,8,4,3,4,3,5,10,3,4,10,5,6,14,0,15,1,7,3
11,0,7,1,8,3,10,4,2,6,1,10,2,9,4,11,2,9,10,0,13,2,14,3,8,0,15,1,10,5,10,0,5,4,9,3
3,7,3,5,6,3,13,2,13,1,3,4,5,3,1,14,14,0,2,4,14,0,10,5,15,2,13,1,8,7,7,4,9,2,6,3
2,11,8,3,14,0,8,2,3,4,5,2,14,4,7,4,12,2,14,0,9,6,15,0,6,9,9,1,3,9,3,8,6,6,4,1
1,6,10,6,12,0,5,10,5,4,2,7,3,3,3,9,10,5,12,2,12,6,11,7,5,6,16,0,14,0,16,1,16,0,13,0
5,3,5,3,3,8,4,5,10,3,4,6,10,2,14,0,13,1,3,5,2,3,8,0,13,0,6,7,6,1,6,4,14,0,12,0
12,1,15,1,13,3,11,0,6,4,14,0,8,0,5,4,8,1,5,4,11,3,9,4,16,0,12,0,1,9,8,3,3,4,2,4
7,4,13,0,16,1,12,3,15,1,13,1,16,0,2,5,7,3,11,1,4,6,5,5,11,3,5,3,12,2,12,2,7,8,11,2
14,3,14,0,7,0,9,1,16,1,15,0,9,7,15,0,3,5,13,1,5,7,7,1,9,0,2,4,13,1,5,1,12,2,15,3
13,1,11,1,9,1,15,0,9,2,16,0,13,4,11,0,15,0,16,1,15,0,4,3,1,8,7,0,9,1,15,0,11,2,16,0
16,0,16,1,15,0,16,0,14,1,12,4,4,3,9,0,16,0,15,4,16,0,16,0,3,3,14,1,15,1,11,2,8,0,14,4
