12,2,11,8,1,15,7,10,10,0,5,4,14,0,2,9,3,8,15,1,3,4,4,4,14,5,3,2,1,18,14,0,11,8,7,4
10,3,16,0,5,5,5,2,1,7,14,4,1,10,11,1,14,0,8,5,9,6,8,1,1,10,7,6,16,0,1,16,2,2,1,8
7,5,3,11,9,2,4,5,12,0,10,0,2,6,8,4,7,10,2,2,2,13,11,6,7,6,2,6,2,8,7,3,1,3,6,5
3,6,7,0,10,2,3,9,11,2,4,11,3,6,13,2,1,2,10,3,4,1,3,3,2,4,8,8,7,2,4,4,13,6,12,2
4,7,5,4,7,4,15,0,4,8,9,10,10,4,5,5,11,6,12,4,10,1,12,0,5,8,1,6,13,0,2,5,15,0,5,5
1,9,15,0,6,2,16,1,6,2,13,0,5,3,3,6,6,3,4,11,6,6,14,6,10,2,14,1,8,2,3,1,5,13,8,3
9,1,1,13,3,7,2,7,5,9,11,1,6,4,7,0,9,8,9,3,16,1,15,1,16,0,10,4,15,0,10,7,4,5,13,3
8,1,10,3,12,4,13,1,14,1,3,3,12,3,4,9,8,1,11,3,13,2,10,6,8,5,4,10,14,2,9,3,6,2,2,8
14,1,8,1,15,3,8,0,9,1,8,6,9,0,1,7,10,3,5,4,1,9,7,2,15,1,6,1,9,2,8,2,3,3,4,5
2,5,14,1,8,0,14,1,16,2,1,5,15,3,10,3,13,0,13,1,11,5,1,11,3,4,15,0,11,4,5,1,16,0,15,1
13,1,6,3,4,6,12,1,15,3,12,2,16,1,16,2,2,11,3,3,15,2,6,7,4,0,5,4,10,3,16,2,10,4,16,1
15,5,13,0,13,0,10,0,3,8,16,0,11,4,14,0,12,0,1,8,8,1,5,2,6,6,9,2,5,0,6,4,7,2,3,6
5,2,4,3,16,1,6,1,7,6,7,4,4,9,12,3,4,1,14,1,7,2,13,2,12,0,16,0,6,8,11,4,9,7,10,3
11,2,12,0,14,3,1,15,13,4,6,2,7,2,15,2,16,1,6,2,5,1,16,2,11,1,13,0,3,8,13,3,8,0,14,4
16,2,9,6,11,0,11,3,8,1,2,4,8,0,9,2,5,3,16,0,12,3,2,9,13,2,11,4,4,5,12,1,12,4,11,1
6,7,2,1,2,5,9,2,2,5,15,1,13,3,6,3,15,0,7,7,14,1,9,0,9,4,12,4,12,0,15,3,14,0,9,0
