2,6,1,17,7,0,5,7,15,2,10,2,3,11,5,10,12,1,6,4,3,5,1,10,4,9,4,4,1,10,9,3,8,0,1,15
3,3,9,1,2,9,14,1,7,6,14,2,5,7,4,7,5,1,9,4,2,9,5,7,9,5,2,6,10,2,12,2,6,8,14,0
11,1,3,10,9,6,15,2,14,0,11,3,7,2,9,4,1,7,7,4,4,8,3,3,8,4,11,4,3,10,16,1,4,8,15,2
9,10,14,2,8,2,1,18,9,0,9,5,16,0,12,5,6,9,3,10,10,3,4,6,12,7,5,6,13,0,5,1,12,1,11,1
7,2,10,0,12,1,12,2,1,16,8,3,8,4,16,2,9,6,5,5,14,2,7,0,1,4,1,10,2,5,10,1,14,1,9,0
4,8,16,0,1,12,8,1,11,4,16,1,11,1,8,3,7,8,8,2,5,4,8,8,13,1,12,2,6,6,13,2,5,4,2,7
1,16,12,1,3,8,9,4,6,2,2,8,6,3,15,3,14,0,12,0,15,0,12,0,10,0,9,2,9,2,4,10,1,8,12,0
16,0,5,2,4,2,2,5,8,3,3,7,9,4,7,0,10,3,2,8,11,1,2,9,5,4,14,0,4,4,15,4,9,0,5,3
6,1,4,6,11,2,11,2,4,2,5,0,1,6,6,5,16,0,11,3,9,5,14,0,7,5,6,6,8,3,2,6,2,2,10,5
5,2,15,1,6,1,4,0,2,3,15,0,12,4,11,1,2,7,10,3,1,9,13,0,3,7,16,1,14,0,11,3,7,7,3,5
12,1,6,4,13,0,7,6,3,4,1,13,15,2,13,3,15,2,14,0,7,2,10,5,6,4,13,3,12,2,3,6,11,3,7,7
14,2,7,6,5,5,10,1,10,7,13,1,2,9,14,0,3,1,13,3,13,1,11,0,2,6,3,7,11,0,6,3,13,2,16,1
8,4,8,1,15,2,6,1,16,2,4,4,4,5,1,4,8,5,15,0,8,3,9,3,15,0,8,1,7,3,7,2,3,8,13,2
15,0,2,3,10,5,16,2,12,8,6,3,13,2,10,2,13,0,1,9,12,1,6,2,14,2,10,1,15,0,1,7,10,3,8,1
13,2,13,2,16,1,3,4,5,3,12,0,10,0,3,4,4,4,4,3,6,1,15,1,16,0,7,7,16,0,8,1,15,3,4,8
10,0,11,4,14,5,13,1,13,0,7,4,14,1,2,7,11,2,16,0,-,-,-,-,11,2,15,0,5,10,14,3,16,0,6,1
