2,7,2,5,4,3,13,2,1,6,4,2,3,5,3,9,2,5,7,1,1,12,8,0,4,6,8,8,6,0,2,9,2,2,11,0
7,2,8,6,5,11,2,13,14,0,11,5,1,10,1,10,4,4,11,0,6,7,14,4,10,1,7,0,7,0,10,4,4,7,13,4
11,4,9,4,1,17,11,5,10,5,10,7,7,1,11,0,1,15,16,0,3,7,9,0,3,7,5,8,11,3,5,5,14,2,12,2
4,5,11,0,10,1,9,3,8,0,8,7,6,5,2,5,14,1,6,3,8,0,10,4,1,12,4,6,2,11,13,2,3,10,5,8
1,12,16,3,3,14,7,4,2,10,6,3,14,1,15,1,12,2,14,2,12,5,4,9,9,3,15,3,5,11,8,4,9,2,16,2
5,1,4,2,9,5,1,7,7,8,15,1,11,4,8,5,5,0,9,1,13,5,16,0,5,5,11,4,3,5,6,6,6,4,1,14
6,11,3,4,15,2,12,6,3,7,3,7,12,1,16,0,16,0,15,0,5,6,3,5,12,4,3,4,9,3,9,1,1,7,4,1
9,0,5,9,2,2,15,0,13,3,1,6,15,0,6,2,3,7,1,12,4,2,12,2,7,2,1,6,10,0,12,0,16,0,9,1
15,1,15,0,14,0,4,5,4,0,5,3,13,1,10,7,8,2,2,9,14,0,5,11,13,1,10,2,14,3,4,6,8,0,6,13
13,0,6,3,16,0,16,1,11,4,2,8,8,5,12,0,9,4,8,3,15,0,15,1,8,5,2,7,1,11,15,2,12,0,10,2
3,8,13,4,8,1,8,1,6,1,9,0,9,2,14,2,7,1,13,3,16,0,7,4,2,3,12,4,16,0,1,10,13,0,2,2
12,1,7,3,13,0,3,3,15,2,7,5,5,5,9,5,6,3,3,8,7,3,6,0,11,4,16,0,8,4,7,1,7,9,14,0
14,0,1,9,6,0,5,5,12,2,12,0,16,0,5,9,10,2,10,4,9,5,13,4,14,5,13,0,13,0,3,3,11,2,15,5
10,4,12,4,7,0,14,0,5,7,16,1,2,3,4,1,15,0,4,9,2,5,11,5,16,0,14,3,4,4,11,1,15,1,7,0
16,0,14,0,11,4,10,1,9,5,13,2,4,6,7,0,13,2,12,3,11,0,1,6,6,2,6,1,12,2,14,4,5,8,3,3
8,1,10,2,12,0,6,5,16,1,14,0,10,7,13,2,11,8,5,0,10,2,2,5,15,0,9,5,15,0,16,1,10,4,8,0
