1,5,1,6,12,0,3,3,10,5,6,6,4,2,12,1,8,2,3,6,4,6,1,10,5,1,1,14,14,8,12,1,14,0,2,13
4,2,6,1,5,8,14,0,3,4,2,9,14,3,5,7,1,13,8,4,1,7,6,6,10,6,7,5,13,1,11,6,4,6,6,5
7,10,10,1,14,3,7,4,9,4,1,8,1,5,10,13,16,0,10,3,5,7,11,3,3,9,14,0,1,10,2,0,6,2,10,4
2,11,3,3,8,0,13,3,2,3,14,2,3,11,13,2,14,1,1,10,8,1,9,6,14,3,2,2,11,3,10,2,1,10,5,1
14,0,14,3,4,5,9,1,6,4,5,3,7,8,1,2,7,4,6,1,6,3,4,1,2,4,10,2,7,2,3,4,16,0,1,11
6,0,2,6,7,8,12,1,1,8,15,2,2,3,11,2,15,0,15,4,14,2,5,3,11,0,4,6,15,2,1,9,8,0,13,0
12,0,4,8,2,5,6,5,15,1,9,0,10,2,4,6,6,3,5,4,2,9,3,5,6,2,6,3,9,3,9,5,12,0,9,2
5,5,16,0,13,1,15,1,12,1,10,2,6,3,3,8,10,4,4,10,7,4,8,4,9,4,13,0,3,11,4,1,5,9,14,2
16,0,13,4,11,2,16,3,13,3,16,0,16,0,2,11,2,6,2,4,9,3,16,0,1,13,9,7,6,1,13,3,3,2,15,0
10,6,7,7,6,3,11,1,8,5,3,6,13,4,14,1,12,3,12,1,13,1,2,9,4,2,3,9,2,3,14,0,7,0,12,5
9,1,9,3,16,0,4,7,4,4,11,1,15,0,8,3,5,3,7,1,3,7,14,0,8,3,8,0,5,5,5,9,2,9,4,4
3,6,5,1,1,11,5,6,14,0,4,3,8,1,9,1,4,2,9,1,10,4,7,3,15,0,15,2,10,0,16,1,15,1,11,2
11,2,15,0,10,0,1,9,16,3,12,4,5,6,7,1,13,4,14,3,15,1,15,2,12,2,5,4,12,4,6,5,9,3,7,3
13,3,12,2,3,9,10,2,11,4,13,6,11,3,16,0,9,1,16,3,12,2,13,0,16,0,16,2,4,5,7,3,11,11,8,6
8,5,11,6,9,1,8,3,5,5,7,2,12,3,6,2,3,9,13,3,16,0,12,3,13,0,11,2,8,0,8,9,10,4,16,0
15,1,8,4,15,2,2,6,7,2,8,5,9,5,15,1,11,4,11,1,11,4,10,4,7,8,12,1,16,0,15,1,13,2,3,3
