1,8,1,11,9,6,10,4,5,13,8,9,13,3,5,6,6,2,16,3,14,2,2,6
9,0,3,11,7,0,5,4,7,4,1,9,5,2,1,11,8,7,14,0,8,2,1,6
5,4,8,3,1,14,14,1,14,0,5,1,12,4,10,2,2,10,9,5,7,6,5,2
10,1,11,0,2,1,4,1,9,4,4,2,10,2,12,0,1,10,5,0,1,10,6,3
11,4,5,0,3,5,8,1,3,6,3,3,1,8,11,0,3,4,4,2,15,1,14,1
3,8,13,1,16,1,3,13,11,3,12,0,3,5,2,3,13,2,10,5,6,6,9,3
2,13,6,6,15,0,2,6,12,2,16,1,7,6,16,2,4,6,13,0,5,1,7,0
8,5,14,1,8,6,15,1,1,5,11,2,4,3,7,5,11,3,11,2,9,4,4,8
15,2,10,3,11,1,1,6,2,6,10,5,15,0,3,8,10,2,7,6,16,1,10,0
7,0,9,2,4,4,6,3,6,7,6,2,2,7,6,4,15,1,8,4,13,5,11,2
6,4,15,2,12,0,9,3,15,1,13,1,6,2,4,7,5,2,3,6,2,6,8,0
13,0,2,8,6,6,11,0,13,1,2,12,14,3,8,1,9,4,6,1,11,4,16,0
14,4,4,4,14,2,16,0,10,1,7,2,16,0,13,5,7,4,1,9,4,3,15,2
4,5,16,2,5,9,7,1,16,1,14,0,8,3,14,4,14,0,15,3,10,1,13,10
12,1,7,2,10,3,12,2,8,3,9,1,9,3,9,1,16,1,2,6,3,5,12,4
16,1,12,3,13,0,13,8,4,3,15,2,11,5,15,2,12,0,12,4,12,1,3,3
