2,7,13,5,6,9,1,15,4,3,4,4,2,9,14,1,11,1,4,6,4,4,4,3
11,4,3,2,4,9,15,0,3,7,2,7,6,3,15,1,8,4,2,6,12,1,1,17
14,0,1,16,3,11,11,4,16,1,5,8,10,6,7,2,6,7,9,0,1,11,13,0
5,8,16,0,13,0,9,5,1,11,1,12,15,1,6,6,7,3,13,1,3,16,11,1
10,2,8,0,10,2,3,7,13,3,11,1,1,6,3,8,2,9,14,0,7,0,3,2
13,0,7,8,15,0,2,2,6,0,6,3,4,3,2,5,10,1,1,7,9,1,12,3
8,3,9,4,8,3,6,5,8,6,14,2,9,2,11,1,1,8,12,8,10,3,10,4
7,2,6,2,1,11,12,2,9,8,12,0,3,9,8,4,14,1,16,3,16,0,9,0
1,7,4,5,5,2,16,0,7,1,7,5,14,1,10,3,5,6,6,0,11,3,7,2
15,2,2,6,14,0,7,1,5,1,16,0,11,4,4,8,12,2,11,4,2,6,6,3
6,5,5,4,11,0,13,1,15,0,9,3,5,1,9,3,16,3,3,5,5,1,2,7
16,1,11,3,16,0,4,3,12,3,8,4,7,4,5,5,3,3,10,2,14,0,5,8
3,3,15,0,12,0,14,0,10,5,15,1,16,2,1,10,9,2,5,3,8,4,16,1
9,5,12,0,9,4,8,3,14,1,3,8,8,1,12,0,4,5,8,4,15,1,14,2
12,3,10,4,2,4,5,1,2,8,13,0,12,1,13,2,13,0,15,0,6,1,8,3
4,5,14,0,7,1,10,4,11,0,10,2,13,4,16,2,15,0,7,6,13,4,15,2
