1,17,2,6,3,4,1,13,7,3,10,0,4,6,3,3,8,5,12,0,2,10,1,9,10,3,16,0,14,3,4,5,2,14,1,12,4,5,1,11
16,0,1,16,1,11,10,0,8,3,7,5,2,6,1,8,7,9,14,1,16,0,5,7,14,0,3,3,2,4,9,1,6,6,8,3,2,18,6,4
6,1,3,7,6,6,2,8,6,11,1,7,3,4,6,5,5,6,15,1,1,6,3,14,12,2,9,10,15,0,12,3,15,3,6,4,13,2,8,1
12,3,10,3,10,2,14,5,2,6,8,2,16,3,8,4,11,2,2,7,13,6,2,2,7,8,11,5,4,1,1,6,14,4,4,3,3,7,5,4
9,3,6,0,5,5,6,4,16,1,2,12,11,1,4,3,1,8,11,2,3,8,7,2,5,1,4,0,16,0,8,5,3,3,3,9,6,6,11,0
11,2,12,1,2,11,7,8,3,10,6,4,8,7,13,2,13,2,16,1,8,4,6,0,4,6,8,5,13,6,6,3,1,1,16,0,14,0,4,12
10,6,5,2,7,5,4,9,9,6,12,4,13,0,2,8,2,8,6,2,15,1,10,2,9,1,13,5,1,12,11,4,4,10,12,2,12,1,14,0
8,2,7,5,8,1,11,6,1,3,13,2,9,4,5,10,3,5,3,10,9,7,14,1,3,4,6,5,12,2,5,3,7,4,9,2,9,4,7,0
4,3,15,3,9,2,9,0,4,1,9,2,1,11,11,2,6,5,13,2,6,9,15,1,6,2,1,9,6,5,15,1,8,4,16,0,11,1,10,4
13,6,11,1,12,3,8,1,5,5,3,5,5,5,9,3,16,1,5,6,4,1,8,0,1,9,14,0,11,5,10,2,12,0,6,3,5,3,9,2
16,4,16,1,11,1,16,1,10,1,16,0,7,4,12,1,4,1,8,9,10,1,16,0,2,8,10,5,10,3,2,15,10,1,13,6,7,4,16,0
3,5,4,2,13,0,12,0,15,2,4,5,14,0,16,1,10,0,10,5,14,4,13,6,13,0,7,1,5,3,14,4,5,4,14,3,1,3,12,1
5,2,9,3,14,4,5,2,11,2,5,2,15,1,14,0,14,2,9,0,7,0,11,3,16,3,2,4,7,2,7,0,13,1,2,3,8,3,2,9
7,2,8,5,15,1,3,2,14,0,14,3,6,5,15,1,12,0,7,5,11,2,9,6,15,3,5,5,3,2,3,7,9,0,7,2,16,2,15,0
2,4,13,0,4,1,15,2,12,0,11,4,10,0,7,3,15,0,4,1,5,0,4,6,8,0,15,0,9,3,13,0,11,1,10,3,15,1,13,2
14,0,14,2,16,0,13,0,13,0,15,2,12,3,10,3,9,2,1,6,12,0,12,1,11,2,12,1,8,4,16,1,16,1,11,0,10,0,3,10
