1,11,4,2,13,7,1,12,2,10,2,4,12,3,5,7,3,7,8,1,4,0,6,2,9,4,16,1,3,5,9,3,1,12,4,6,1,11,4,8
5,7,9,6,5,4,7,2,15,3,4,4,10,2,12,6,13,3,1,10,7,8,3,4,6,0,3,7,9,5,6,9,3,10,7,3,4,9,11,5
3,4,13,4,11,5,8,4,10,2,9,5,14,1,1,4,1,9,4,12,9,5,12,3,14,5,1,13,15,0,5,4,9,4,10,1,11,3,2,7
2,3,14,2,10,0,11,5,5,3,3,2,4,6,4,8,5,2,6,2,5,9,16,0,12,3,5,3,4,4,3,5,6,7,3,7,2,0,12,2
14,0,1,6,2,3,3,12,8,4,8,6,1,11,10,4,16,0,9,5,10,0,10,2,4,8,13,3,16,0,15,4,7,4,15,1,16,0,3,8
12,6,2,14,1,11,12,3,13,0,14,1,8,12,7,1,6,0,11,2,14,0,14,3,2,4,7,6,5,1,2,4,16,0,14,4,10,7,5,5
9,3,15,5,14,2,5,6,11,2,7,3,6,1,13,1,2,12,13,3,1,14,5,6,10,5,11,1,13,2,12,0,13,4,1,9,12,0,10,9
13,3,7,1,12,4,4,2,3,8,11,7,11,3,8,3,10,3,2,10,13,2,2,8,11,0,15,3,12,4,4,11,12,1,6,5,6,4,9,1
8,2,16,0,16,0,10,4,1,7,6,8,13,0,2,8,4,5,10,0,8,3,15,4,15,0,9,2,1,7,10,3,11,2,9,7,13,1,1,5
7,3,10,4,4,3,2,3,6,4,15,0,7,1,11,0,14,1,12,3,2,5,4,9,1,7,6,1,11,3,1,5,15,0,11,2,5,6,16,0
6,3,11,3,8,3,6,3,7,2,13,4,2,7,15,3,15,2,7,1,15,1,1,8,3,9,12,1,2,9,16,1,14,3,13,4,15,3,13,2
16,0,6,3,3,9,13,0,16,0,10,1,5,8,9,2,9,5,3,5,11,0,7,4,16,2,14,2,8,2,7,9,5,4,5,3,3,8,6,7
10,6,8,4,9,4,16,0,9,4,1,9,9,3,14,2,12,5,16,1,3,4,13,2,5,6,4,9,7,3,13,0,10,1,2,1,7,5,14,0
15,0,3,4,6,3,9,1,4,9,5,4,16,0,6,2,8,3,5,5,6,3,9,3,8,1,10,0,14,4,14,0,2,1,8,3,8,2,8,2
11,0,12,3,7,0,14,0,14,0,16,1,15,2,3,7,11,2,14,0,12,5,8,0,13,3,2,6,6,5,8,1,4,1,16,2,9,0,15,0
4,6,5,0,15,3,15,0,12,2,12,3,3,0,16,1,7,2,15,0,16,0,11,3,7,3,8,0,10,3,11,1,8,1,12,1,14,0,7,0
