1,9,1,15,10,2,7,2,5,5,2,9,1,8,6,0,3,4,7,5,3,4,15,3,10,0,4,1,14,0,16,0,12,2,14,1,7,4,4,5
4,2,2,5,1,9,3,4,3,9,10,2,7,5,7,4,16,1,8,3,10,0,6,6,8,3,1,21,11,5,11,7,8,3,12,3,11,1,16,0
9,1,4,4,9,6,11,9,11,5,7,8,6,5,16,0,7,5,10,1,4,9,2,9,11,5,16,0,10,1,8,0,2,5,2,16,12,2,1,8
8,2,9,2,11,1,9,3,1,10,15,1,12,4,5,4,14,1,1,6,13,2,14,2,15,1,11,7,2,8,7,4,1,8,11,2,3,11,5,5
5,7,3,5,12,0,6,2,12,0,11,1,10,2,2,11,9,7,13,2,6,12,9,1,4,9,10,4,12,3,3,2,3,3,7,5,1,11,7,0
2,2,13,0,4,0,16,1,7,3,14,0,8,1,9,0,1,9,5,6,2,8,13,0,16,0,3,1,4,11,4,5,5,12,4,3,9,3,3,1
3,17,15,5,6,7,15,1,16,1,6,5,13,1,14,1,13,0,2,11,11,2,1,13,9,1,6,2,8,1,6,6,10,3,10,1,13,0,2,8
15,0,5,7,7,10,10,6,8,3,13,0,14,1,10,7,8,6,4,3,1,12,12,5,2,4,7,2,15,0,12,3,7,0,13,7,8,3,11,6
7,7,8,0,2,6,2,10,14,1,9,4,11,1,15,1,10,0,3,12,8,1,3,10,13,1,12,4,3,7,13,3,13,3,5,4,15,2,9,3
6,4,16,0,15,1,14,2,10,0,1,4,2,3,12,3,6,4,16,0,16,0,5,2,5,5,2,7,7,6,2,8,9,2,6,3,6,6,15,0
11,3,14,3,5,6,13,0,13,4,12,3,5,9,13,4,5,2,14,0,9,1,4,8,1,9,14,1,5,3,10,2,15,1,15,0,2,9,14,3
16,2,7,1,3,6,5,1,15,2,8,4,9,2,1,11,12,0,12,2,5,0,11,0,3,3,5,2,13,0,1,11,16,2,9,1,4,0,10,5
14,0,12,2,8,0,4,4,6,4,3,5,3,7,3,2,4,7,9,3,7,3,8,1,12,4,15,1,16,0,5,2,4,6,16,0,14,0,8,4
10,0,6,3,13,0,12,2,4,2,5,10,4,6,11,4,2,7,6,3,12,2,16,0,6,2,9,4,6,1,14,2,11,1,8,1,5,5,6,4
13,2,11,5,16,2,1,7,2,9,4,1,15,0,8,0,15,2,15,0,14,1,10,0,7,3,8,0,9,7,9,2,6,4,3,4,10,1,12,4
12,1,10,0,14,1,8,3,9,1,16,0,16,0,4,5,11,1,11,3,15,0,7,2,14,0,13,1,1,5,15,2,14,5,1,7,16,1,13,0
