14,1,11,1,10,4,2,7,16,2,13,9,2,4,14,1,13,0,15,3,12,0,3,5,1,7,5,2,5,5,2,18,1,11,2,1,5,5,6,7
3,3,7,8,1,11,9,1,8,4,10,2,13,2,12,6,2,7,5,7,3,0,8,5,10,4,2,3,6,5,12,1,2,7,4,12,12,1,3,4
9,2,1,5,14,0,12,2,3,7,8,0,8,5,5,3,3,10,4,6,7,2,7,5,3,5,3,10,10,3,4,5,13,0,5,2,2,2,7,0
7,1,14,3,8,2,11,1,11,0,2,12,15,3,3,5,14,0,2,5,1,14,15,0,5,4,10,9,2,10,6,8,16,0,16,3,15,0,8,3
15,2,12,1,2,7,8,6,5,7,9,4,7,5,10,3,11,1,12,0,13,3,1,11,7,3,11,1,8,4,15,1,4,4,1,12,9,4,9,6
11,3,8,3,12,1,15,0,14,1,16,0,14,3,6,5,12,2,16,0,5,6,12,1,2,10,8,5,3,4,3,3,3,7,9,4,3,7,2,17
10,1,4,3,11,2,1,13,12,4,4,2,12,3,1,8,15,0,3,9,9,1,5,5,12,1,7,1,16,0,11,1,7,7,7,3,1,6,13,0
1,8,2,7,6,5,14,0,2,5,14,3,6,4,2,8,9,10,10,4,6,5,4,1,16,2,13,2,15,0,7,3,12,2,13,1,16,0,12,6
6,6,13,3,3,3,6,2,1,8,11,1,1,8,11,4,10,3,14,8,10,2,14,2,6,1,9,2,1,6,8,4,14,1,12,5,11,0,16,0
16,0,6,7,7,0,13,1,7,3,3,6,10,4,15,2,1,14,6,6,11,5,9,5,11,3,15,3,9,1,9,1,5,4,3,5,7,5,5,2
2,12,3,5,16,0,5,4,15,4,5,3,11,5,8,1,6,0,1,8,2,7,10,2,15,0,6,2,7,3,16,0,8,7,15,0,10,4,15,0
13,1,9,1,15,3,3,17,10,1,6,3,9,1,7,3,5,4,13,1,16,2,2,2,4,2,1,11,11,0,13,1,10,1,8,6,13,6,4,5
4,1,10,0,9,3,7,4,6,1,12,5,3,2,4,1,4,4,11,3,15,1,6,4,13,2,12,4,4,7,1,1,9,2,11,1,4,5,14,0
5,4,15,1,5,9,4,1,4,3,7,0,4,4,9,1,7,3,8,2,8,6,11,1,9,7,14,2,13,5,5,6,15,0,14,0,8,3,11,2
12,4,16,1,4,4,10,1,13,6,15,1,5,3,13,6,8,1,7,0,14,2,16,2,14,3,16,2,12,3,10,6,6,1,10,3,14,4,1,6
8,4,5,8,13,5,16,0,9,2,1,11,16,1,16,0,16,0,9,0,4,1,13,0,8,1,4,0,14,0,14,0,11,4,6,2,6,8,10,1
