11,4,16,2,1,15,3,7,5,7,8,2,6,4,1,13,2,11,3,6,1,13,4,8,1,14,1,12,11,3,12,3,6,6,1,13
1,11,10,1,11,0,4,0,4,3,1,15,14,0,8,4,1,9,1,15,5,8,6,6,9,3,5,1,4,6,16,0,15,0,5,9
8,6,7,2,8,10,12,3,7,1,11,5,4,7,9,5,5,8,4,5,4,9,8,1,7,3,2,4,3,4,13,0,2,7,14,2
10,2,12,4,9,2,1,11,13,0,6,5,15,0,3,3,6,6,6,6,7,3,7,3,10,3,9,5,2,7,8,5,1,8,3,1
16,1,3,12,15,0,10,5,6,3,3,7,3,6,6,2,3,8,16,2,3,3,2,5,15,0,7,2,12,0,6,5,16,2,4,11
7,3,6,3,2,4,2,9,12,1,9,7,11,5,5,1,7,4,11,5,12,0,9,0,2,11,6,2,7,7,5,2,14,4,2,6
13,0,1,9,5,8,5,1,2,11,14,1,10,5,13,4,9,2,15,1,14,0,10,6,6,5,8,5,15,5,4,7,9,2,7,5
5,8,11,4,7,2,13,1,1,14,2,1,9,6,12,2,11,1,10,3,10,3,13,3,3,8,14,0,9,2,15,5,8,7,11,0
12,0,14,2,6,1,6,7,16,1,10,2,5,2,2,12,12,1,7,0,15,0,3,6,4,0,3,12,5,8,10,2,7,5,8,1
14,4,2,8,14,2,15,0,15,2,4,0,8,7,16,3,13,0,9,6,11,1,1,10,8,1,16,3,6,3,7,1,13,2,13,2
15,0,9,0,12,1,16,1,3,5,7,2,1,8,7,2,10,2,13,1,16,0,5,2,16,0,13,3,10,0,1,11,4,2,12,4
3,9,15,1,4,9,9,5,11,2,15,1,13,3,4,3,15,2,14,4,6,5,15,1,11,4,15,2,14,3,14,2,10,3,16,0
2,2,4,2,3,0,14,0,10,4,12,4,2,1,14,0,4,2,2,2,9,1,12,3,13,2,10,0,13,3,11,4,5,6,9,3
6,1,5,3,16,0,7,1,9,3,13,0,7,2,11,4,16,0,5,1,2,7,11,0,5,0,4,3,16,0,9,2,3,0,6,2
9,5,13,2,10,6,11,3,14,0,5,4,12,3,10,0,8,0,8,3,8,1,16,1,12,3,12,1,8,2,2,5,11,3,15,1
4,3,8,4,13,0,8,2,8,3,16,0,16,0,15,0,14,0,12,0,13,0,14,1,14,1,11,0,1,5,3,5,12,4,10,0
