7,2,2,8,11,5,3,5,5,10,1,11,6,4,1,14,10,0,7,6,4,4,9,5,1,7,8,3,6,6,1,7,1,12,11,2
14,0,3,8,4,4,4,7,1,12,3,15,2,6,14,4,3,8,5,7,3,13,6,5,3,12,7,5,9,3,8,5,14,4,3,3
8,5,12,1,15,1,15,0,6,1,7,0,4,5,16,2,5,4,1,5,2,5,5,2,5,4,2,16,1,12,4,7,2,14,15,1
3,3,7,6,1,11,5,4,8,5,16,0,12,0,6,2,12,1,2,12,14,4,8,3,10,3,5,6,2,8,10,2,15,1,1,7
2,6,13,0,12,2,13,1,13,4,9,2,1,11,2,4,7,4,11,0,6,5,3,8,4,4,1,8,10,2,15,1,9,6,14,4
1,8,6,5,10,1,11,2,14,1,5,10,8,5,15,3,2,8,4,5,15,2,13,0,8,3,9,2,4,2,12,2,3,9,6,6
12,3,11,4,2,0,1,12,3,8,14,0,15,0,11,3,1,8,3,14,12,0,4,2,11,1,11,5,8,2,14,1,13,1,9,5
16,0,16,2,5,5,8,5,9,2,8,2,10,7,12,1,6,2,12,1,13,2,1,11,13,0,6,2,15,1,7,16,7,0,2,20
4,9,10,1,3,5,2,8,4,5,15,0,3,6,10,2,9,2,6,1,7,2,15,1,2,4,14,1,5,2,3,4,16,0,5,5
10,4,1,10,6,5,6,0,7,6,10,0,5,2,3,0,14,0,15,0,1,14,14,0,7,3,15,2,12,0,2,4,5,2,4,1
5,9,8,1,14,3,7,3,15,0,13,0,16,3,4,7,4,10,9,3,11,2,2,8,9,7,16,0,3,5,9,5,11,1,8,2
6,3,5,3,8,3,16,0,12,0,2,5,11,0,5,7,13,4,10,2,10,3,10,4,16,1,4,2,11,4,16,1,10,3,7,0
9,1,15,0,13,1,10,1,11,3,11,1,14,0,9,3,11,3,8,5,5,0,12,6,6,7,3,5,7,10,11,0,8,1,16,0
15,0,9,4,16,1,9,2,2,2,4,7,7,4,8,2,8,3,16,0,16,0,11,1,14,0,10,1,16,1,5,1,4,2,12,1
13,4,14,1,9,10,14,1,10,0,6,4,13,0,13,2,15,1,13,1,8,1,7,3,15,0,13,2,13,3,13,0,6,4,10,1
11,0,4,6,7,3,12,2,16,1,12,2,9,7,7,3,16,0,14,0,9,2,16,0,12,3,12,0,14,0,6,1,12,2,13,2
