2,8,1,11,1,9,4,2,7,6,3,6,1,8,15,0,11,0,1,12,1,8,1,9,6,0,10,5,9,4
1,6,4,6,3,16,11,4,1,11,4,5,3,3,8,2,12,1,11,3,6,8,13,7,8,11,11,4,16,1
3,11,6,4,4,5,14,0,2,2,2,8,2,9,6,5,13,5,2,9,7,4,2,5,16,1,13,0,8,4
12,0,10,2,2,7,1,8,8,3,9,3,11,2,9,7,14,0,6,6,3,4,3,8,4,4,15,3,2,8
14,3,11,4,11,0,9,5,4,4,11,6,14,4,3,6,3,4,7,5,2,8,7,0,1,9,3,7,12,1
16,2,3,0,16,0,7,2,5,6,16,1,7,2,1,8,6,3,5,4,4,1,8,3,13,3,1,7,1,8
11,1,9,5,12,1,15,3,10,0,6,5,8,8,7,9,1,16,12,2,5,5,16,2,3,1,2,2,5,7
9,2,14,0,9,5,16,1,6,11,1,9,13,1,16,1,4,6,10,1,9,3,4,10,2,3,14,0,15,0
5,4,5,9,8,4,10,1,12,3,14,1,16,0,2,12,9,3,3,8,8,2,9,5,5,2,16,1,7,0
13,2,8,5,13,3,6,12,16,3,10,2,6,4,12,0,2,9,4,2,12,2,6,1,11,5,6,2,14,1
4,7,16,0,5,2,2,7,15,0,7,2,12,2,14,0,5,6,14,1,16,1,10,0,7,6,7,3,3,4
7,3,15,0,6,3,5,4,9,1,15,0,10,2,13,0,7,5,13,0,11,5,15,0,9,5,5,10,13,8
15,0,7,0,10,2,3,7,14,0,12,2,5,9,11,1,16,0,15,1,15,1,5,2,12,2,4,4,6,5
10,3,2,8,7,1,8,2,3,3,8,2,9,1,10,2,8,2,9,2,13,3,12,0,10,1,9,4,10,1
6,5,12,0,15,0,12,0,13,4,5,5,4,2,4,5,15,0,16,0,10,1,14,5,14,1,8,2,11,4
8,2,13,4,14,0,13,1,11,0,13,0,15,1,5,4,10,0,8,5,14,3,11,1,15,1,12,1,4,5
